lapsed,age,sex,region,nregions,memtype,memmonths,mem_mag1,mem_mag2,hasemail,r1,r2,r3,r.quick,extra,intl,r.intl,allgames1yr,allgames5yr,fastevents,medevents,slowevents,nfloor
Y,28,M,reg106,1,N,20,N,N,Y,NA,NA,2135,NA,N,N,NA,13,13,0,0,6,0
Y,39,M,reg117,1,N,63,N,N,Y,NA,1964,1939,2556,N,N,NA,15,50,0,6,13,0
Y,11,F,reg127,1,N,20,N,N,N,NA,NA,NA,381,N,N,NA,0,0,4,0,0,0
Y,19,M,reg146,1,N,99,N,N,N,2234,2454,2478,3155,N,N,NA,6,27,2,1,4,0
N,25,F,reg137,2,N,116,N,N,Y,3432,3388,3325,4554,N,Y,3465,7,68,8,13,8,0
Y,9,M,reg150,1,N,66,N,N,Y,994,1089,1130,1572,N,N,NA,15,49,0,11,0,0
Y,38,M,reg145,1,N,271,N,N,Y,1740,1742,1915,2581,N,N,NA,3,24,0,5,0,0
Y,13,M,reg132,1,N,7,N,N,N,NA,NA,581,827,N,N,NA,5,5,0,1,0,0
Y,40,M,reg128,1,N,576,Y,N,Y,2919,2920,2955,NA,N,N,NA,8,8,0,0,3,0
N,24,M,reg137,1,N,214,N,N,Y,3772,3742,3730,5114,N,Y,3627,9,42,1,3,6,0
Y,57,M,reg111,2,N,10,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,13,F,reg108,1,N,68,N,Y,Y,NA,760,654,876,N,N,NA,0,37,0,10,0,1
Y,66,M,reg146,1,N,281,Y,N,Y,2737,2737,2736,3703,N,N,NA,7,134,0,35,9,13
Y,77,M,reg127,1,N,636,Y,N,N,2332,2330,2334,NA,N,Y,NA,0,4,0,0,1,0
N,8,F,reg112,1,N,75,N,N,Y,264,570,545,778,N,N,NA,22,44,0,8,0,0
Y,8,F,reg102,1,A,14,N,N,N,NA,NA,213,290,N,N,NA,13,13,0,3,1,0
Y,14,M,reg148,1,N,74,N,N,Y,320,383,577,831,N,N,NA,11,25,4,3,2,0
Y,13,M,reg114,1,N,80,N,N,Y,481,761,822,1195,N,N,NA,4,20,0,5,0,0
Y,11,M,reg137,1,N,83,N,Y,Y,448,818,743,1037,N,N,NA,15,40,0,8,0,0
Y,7,M,reg127,1,N,17,N,N,Y,NA,NA,210,296,N,N,NA,9,9,0,3,0,0
Y,10,M,reg111,1,N,51,N,N,Y,NA,199,208,291,N,N,NA,4,13,0,3,0,0
N,10,F,reg127,1,N,82,N,N,Y,1070,1974,1716,2212,N,N,NA,51,246,0,39,20,0
Y,8,M,reg112,1,N,4,N,N,Y,NA,NA,664,935,N,N,NA,5,5,0,1,0,0
Y,9,M,reg147,1,N,2,N,N,Y,NA,NA,196,274,N,N,NA,0,0,0,0,0,0
N,16,M,reg118,1,N,112,N,N,Y,2032,2220,2606,3235,N,N,NA,24,83,0,12,5,0
Y,14,M,reg126,1,N,99,Y,N,Y,1808,2480,2554,3746,N,N,NA,80,201,5,35,9,0
N,77,M,reg106,1,N,626,Y,N,Y,2209,2209,2212,3465,N,N,NA,0,42,0,0,14,0
N,8,F,reg129,1,N,7,N,N,Y,NA,NA,286,409,N,N,NA,7,7,0,2,0,0
Y,9,M,reg154,1,N,12,N,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,0,1,0
N,9,M,reg133,1,N,51,N,Y,Y,NA,639,1261,1626,N,N,NA,22,38,0,6,2,0
N,14,F,reg144,1,N,192,N,N,Y,1858,1932,1944,2298,N,Y,NA,0,119,0,26,4,0
Y,19,M,reg137,1,N,50,Y,N,Y,NA,1386,1663,1018,N,N,NA,6,13,1,0,2,0
N,9,M,reg106,1,N,89,N,N,Y,419,436,268,379,N,N,NA,15,40,0,11,0,0
N,84,M,reg142,1,N,451,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,45,M,reg137,1,N,126,Y,N,Y,2175,2175,2169,2130,N,N,NA,7,44,0,1,6,0
Y,9,M,reg117,1,F,51,N,N,N,NA,981,834,NA,N,N,NA,5,11,0,0,3,0
Y,14,M,reg132,1,N,44,N,N,Y,NA,1856,1910,1946,N,N,NA,18,36,0,4,2,0
N,13,M,reg144,1,N,131,N,N,Y,1308,1669,1577,2050,N,N,NA,34,124,0,27,2,0
N,8,M,reg133,1,N,14,N,N,Y,NA,NA,414,553,N,N,NA,10,10,0,3,0,0
N,57,M,reg140,1,N,295,N,N,N,3456,3403,3456,4833,N,Y,NA,100,431,0,140,5,0
N,56,M,reg138,1,N,272,Y,N,N,3073,3076,3139,4168,N,N,NA,6,13,0,0,4,1
Y,15,M,reg111,1,N,204,N,N,Y,1758,1557,1657,2247,N,N,NA,9,159,0,34,2,0
N,45,M,reg117,1,N,616,Y,N,Y,1869,1868,1868,NA,Y,N,NA,0,0,0,0,0,0
Y,13,M,reg141,1,N,5,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,8,F,reg127,1,N,18,N,N,Y,NA,NA,203,288,N,N,NA,10,10,0,3,0,0
Y,61,M,reg133,1,N,606,Y,N,N,3448,3447,3448,4433,N,N,NA,0,0,0,0,0,0
N,29,M,reg112,1,N,65,N,N,N,2196,2388,2400,3291,N,Y,NA,130,341,0,99,6,0
Y,11,M,reg137,1,N,14,N,Y,Y,NA,NA,382,543,N,N,NA,5,5,0,1,0,0
Y,8,M,reg114,1,N,19,N,N,Y,NA,NA,683,976,N,N,NA,14,14,0,3,0,0
Y,10,M,reg127,1,N,79,N,N,Y,384,1204,1196,1688,N,N,NA,7,41,0,11,0,0
N,11,NA,reg103,1,A,48,N,N,N,NA,901,1042,1475,N,N,NA,7,12,0,3,0,0
Y,7,F,reg147,1,N,17,N,Y,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,8,NA,reg106,1,N,8,N,N,N,NA,NA,198,279,N,N,NA,4,4,0,1,0,0
Y,47,F,reg127,1,N,25,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,74,M,reg106,1,N,263,Y,N,Y,2760,2754,2734,3793,N,N,NA,6,28,0,0,27,19
N,7,M,reg133,1,N,17,N,N,Y,NA,NA,311,412,N,N,NA,4,4,0,1,0,0
Y,12,M,reg112,1,N,171,N,N,N,234,234,729,1039,N,N,NA,29,39,0,7,0,1
Y,11,M,reg127,1,N,173,N,N,Y,798,1508,1509,2180,N,N,NA,0,65,0,14,1,0
Y,10,M,reg112,1,A,115,N,N,Y,377,378,908,1276,N,N,NA,20,40,0,8,1,0
Y,16,M,reg142,1,N,6,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,18,M,reg118,1,N,11,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,18,M,reg150,1,N,18,N,N,Y,NA,NA,1379,NA,N,N,NA,16,16,0,1,4,0
N,13,M,reg102,1,N,110,N,N,Y,2347,2615,2958,4173,N,N,NA,103,362,2,80,7,0
Y,9,M,reg112,1,A,1,N,N,N,NA,NA,689,965,N,N,NA,0,0,0,0,0,0
N,13,M,reg127,1,N,114,N,N,Y,1518,1520,1599,2186,N,N,NA,0,43,0,8,3,0
Y,12,M,reg127,1,N,66,N,N,Y,1007,953,957,1331,N,N,NA,0,45,0,9,0,0
N,33,M,reg147,1,N,0,N,N,Y,NA,NA,NA,NA,N,Y,NA,0,0,0,0,0,0
Y,10,M,reg112,1,N,7,N,N,Y,NA,NA,408,577,N,N,NA,4,4,0,1,0,0
N,16,M,reg150,1,N,285,N,N,Y,2948,3211,3328,2995,N,Y,3392,55,295,2,4,84,0
N,65,M,reg154,1,N,280,Y,N,Y,2590,2588,2569,3686,N,Y,NA,7,40,0,1,7,0
Y,10,M,reg132,1,N,23,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,32,M,reg127,1,N,464,N,N,Y,2799,2828,3114,3517,N,N,NA,55,363,1,16,101,0
Y,9,M,reg112,1,N,13,N,N,Y,NA,NA,586,822,N,N,NA,13,13,0,5,0,0
Y,10,M,reg114,1,N,7,N,N,Y,NA,NA,982,1388,N,N,NA,8,8,0,2,0,0
Y,9,F,reg150,1,N,21,N,Y,Y,NA,NA,350,491,N,N,NA,13,13,0,3,0,0
Y,9,M,reg102,1,N,84,N,N,Y,741,798,801,1119,N,N,NA,0,20,0,5,0,0
N,17,M,reg142,1,N,327,N,N,Y,1242,1235,1345,1910,N,N,NA,7,40,0,10,1,0
Y,64,M,reg127,1,N,464,N,N,N,3057,3130,3028,4243,N,N,NA,22,99,0,6,15,0
Y,11,F,reg103,1,N,67,N,N,Y,742,579,581,815,N,N,NA,0,9,0,2,0,0
Y,8,M,reg116,1,N,4,N,N,N,NA,NA,816,1160,N,N,NA,4,4,0,1,0,0
Y,13,F,reg112,1,N,49,N,N,N,NA,250,244,346,N,N,NA,19,45,0,11,0,0
Y,15,M,reg106,1,N,10,Y,N,N,NA,NA,820,NA,N,N,NA,5,5,0,0,1,0
N,54,M,reg105,1,N,596,Y,N,Y,3114,3168,3338,3966,N,N,NA,13,125,0,4,58,0
Y,13,M,reg112,1,N,200,N,N,N,1711,2130,2219,3238,N,N,NA,34,248,0,44,3,0
N,9,M,reg114,1,N,49,N,N,Y,NA,287,914,1175,N,N,NA,29,43,8,6,3,0
N,6,M,reg111,1,N,12,N,N,Y,NA,NA,360,NA,N,N,NA,7,7,0,0,1,0
Y,45,M,reg128,1,N,161,Y,N,N,NA,NA,NA,1878,N,N,NA,0,0,1,0,0,0
Y,14,M,reg123,1,N,194,N,N,Y,1097,1096,864,1194,N,N,NA,8,37,0,8,0,0
Y,15,M,reg133,1,N,74,N,N,Y,1236,1830,1831,2555,N,N,NA,25,69,0,14,0,0
Y,9,NA,reg127,1,N,5,N,N,N,NA,NA,191,268,N,N,NA,5,5,0,1,0,0
Y,9,M,reg129,1,N,52,N,N,N,NA,194,192,272,N,N,NA,0,7,0,2,0,0
N,44,M,reg125,1,N,591,Y,N,N,2513,2513,2512,3916,Y,N,NA,0,0,0,0,0,0
Y,8,M,reg129,1,N,10,N,N,Y,NA,NA,1219,1688,N,N,NA,5,5,0,1,0,0
Y,10,F,reg140,1,N,55,N,N,Y,NA,1047,1116,1585,N,N,NA,20,39,0,8,0,0
Y,16,M,reg127,1,N,176,N,N,Y,2798,2745,2657,3166,N,Y,NA,14,279,0,11,62,0
Y,17,F,reg112,1,F,227,N,N,N,685,684,685,940,N,N,NA,0,5,0,1,0,0
Y,38,M,reg112,1,N,162,Y,N,Y,3008,3009,2996,4097,N,N,NA,3,33,0,14,0,0
Y,9,F,reg143,1,N,14,N,N,Y,NA,NA,262,383,N,N,NA,10,10,0,2,0,0
Y,11,M,reg132,2,N,48,N,Y,Y,NA,NA,666,904,N,N,NA,16,16,1,2,1,0
Y,8,F,reg137,1,N,44,N,N,Y,NA,387,469,656,N,N,NA,4,23,0,6,0,0
Y,11,M,reg114,1,N,88,N,N,Y,524,567,565,778,N,N,NA,0,43,0,8,1,0
Y,9,M,reg112,1,F,10,N,N,Y,NA,NA,1401,1991,N,N,NA,9,9,0,3,0,0
N,62,M,reg127,1,N,319,N,N,Y,2862,2967,2835,3982,N,N,NA,21,110,0,0,42,1
Y,11,M,reg140,1,F,142,N,N,Y,1224,1484,1641,2324,N,N,NA,23,223,0,46,1,0
Y,42,M,reg143,1,N,2,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,35,M,reg137,2,N,257,N,N,Y,2640,2784,2802,3731,N,N,NA,4,156,115,5,40,1
N,13,M,reg138,1,N,39,N,N,Y,NA,843,1081,1526,N,N,NA,13,18,0,4,0,0
Y,7,F,reg114,1,N,29,N,N,N,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,14,M,reg106,1,N,73,N,N,Y,NA,1561,1974,2176,N,N,NA,14,65,0,7,4,0
N,11,M,reg140,1,N,78,N,Y,Y,2096,2075,2214,2710,N,N,NA,43,138,0,21,8,0
Y,70,M,reg132,1,N,228,Y,N,Y,2522,2520,2301,2752,N,N,NA,4,4,0,1,0,0
Y,34,M,reg112,1,N,13,Y,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,5,M,reg150,1,N,4,N,Y,Y,NA,NA,611,908,N,N,NA,4,4,0,1,0,0
N,10,M,reg127,1,N,22,N,N,Y,NA,NA,286,513,N,N,NA,6,6,0,2,0,0
N,63,M,reg110,1,N,621,Y,N,Y,1833,1833,1833,2796,N,N,NA,0,0,0,0,0,0
N,67,M,reg132,1,N,104,Y,N,Y,2606,2605,2604,NA,N,N,NA,0,4,0,0,2,0
N,19,M,reg129,1,N,352,N,N,Y,2521,2520,2522,3155,N,N,NA,0,0,0,0,0,0
Y,12,M,reg127,1,N,22,N,N,Y,NA,NA,568,830,N,N,NA,4,4,0,1,0,0
Y,55,M,reg112,1,N,181,N,N,Y,3068,3066,3064,4132,N,N,NA,0,87,0,25,3,0
Y,12,M,reg132,1,N,45,N,N,Y,NA,901,753,1034,N,N,NA,33,49,0,10,1,0
Y,16,M,reg141,1,N,19,Y,N,Y,NA,NA,187,264,N,N,NA,10,10,0,1,1,0
Y,10,M,reg112,1,N,14,N,N,N,NA,NA,533,766,N,N,NA,10,10,0,2,0,0
N,9,M,reg102,1,N,13,N,N,Y,NA,NA,189,261,N,N,NA,4,4,0,1,0,0
Y,14,F,reg112,1,A,12,N,N,N,NA,NA,280,392,N,N,NA,12,12,0,4,0,0
Y,21,M,reg102,1,N,106,N,N,Y,3944,3971,4007,5334,N,Y,3894,10,196,2,26,15,0
N,10,M,reg112,1,N,79,N,N,Y,686,1402,1293,1854,N,N,NA,43,125,0,23,0,0
N,16,M,reg137,1,N,9,N,N,Y,NA,NA,2108,3013,N,N,NA,17,17,1,1,2,0
Y,NA,M,reg111,1,N,11,Y,N,Y,NA,NA,1118,1547,N,N,NA,5,5,0,1,0,0
N,57,M,reg128,1,N,73,N,N,Y,2431,2636,2694,3180,N,N,NA,41,59,0,2,16,0
N,14,M,reg106,1,N,67,N,N,Y,598,496,1209,1697,N,N,NA,36,50,0,16,0,0
N,56,M,reg102,1,N,276,Y,N,Y,3412,3412,3411,NA,N,N,NA,0,0,0,0,0,0
N,37,M,reg104,1,N,424,N,N,Y,2238,2235,2237,3193,Y,Y,NA,0,11,0,3,2,0
Y,9,M,reg138,1,N,9,N,N,Y,NA,NA,525,735,N,N,NA,4,4,0,1,0,0
Y,10,M,reg126,1,N,106,N,Y,Y,426,331,752,1064,N,N,NA,16,44,0,10,0,0
Y,11,M,reg154,2,N,73,N,Y,N,349,349,352,491,N,N,NA,0,10,0,2,0,0
Y,14,M,reg102,1,N,142,N,N,Y,2122,2385,2462,3508,N,N,NA,111,478,1,115,5,0
N,6,M,reg154,1,N,26,N,N,Y,NA,NA,1382,1970,N,N,NA,56,56,0,12,12,0
N,19,M,reg147,1,F,281,N,N,N,559,557,557,772,N,N,NA,0,0,0,0,0,0
N,11,M,reg114,2,N,126,N,N,Y,1641,2033,2601,3377,N,N,NA,42,168,1,32,7,0
Y,19,M,reg112,1,N,82,N,N,Y,1359,2864,2789,3956,N,Y,NA,95,209,0,38,8,0
N,65,M,reg127,1,N,226,Y,N,N,3458,3432,3412,4536,N,N,NA,8,30,6,0,7,0
Y,15,F,reg140,1,N,166,Y,N,Y,1138,1136,1136,1636,N,N,NA,0,15,0,3,0,0
Y,15,M,reg112,1,N,17,N,N,N,NA,NA,416,585,N,N,NA,10,10,0,3,0,0
Y,28,F,reg132,1,N,43,N,N,N,NA,1497,1601,2006,N,N,NA,4,21,1,3,2,0
N,11,M,reg114,1,N,113,N,N,Y,1983,2773,2937,3873,N,N,NA,82,268,4,38,28,0
Y,13,M,reg137,1,N,204,N,N,Y,1146,1143,1144,1606,N,N,NA,0,71,0,16,0,0
Y,13,M,reg102,1,N,10,N,Y,N,NA,NA,745,NA,N,N,NA,5,5,0,0,1,0
N,44,M,reg142,1,N,408,Y,N,Y,3169,3148,3086,3929,N,N,NA,20,181,0,2,39,0
N,71,M,reg114,1,N,234,Y,N,Y,NA,1368,1280,NA,N,N,NA,2,10,0,1,4,0
Y,8,M,reg106,1,N,72,N,N,Y,NA,NA,285,NA,N,N,NA,6,6,0,1,1,0
N,12,M,reg133,1,N,114,N,Y,Y,735,1101,1123,1325,N,N,NA,5,28,0,6,1,0
Y,17,M,reg154,1,N,164,N,N,N,1604,1554,1512,2154,N,N,NA,1,25,0,3,3,0
N,11,M,reg112,1,N,109,N,N,Y,1277,1511,1606,2294,N,N,NA,15,94,0,18,0,0
Y,12,NA,reg114,1,N,23,N,N,N,NA,NA,955,1350,N,N,NA,4,4,0,1,0,0
N,71,M,reg105,1,N,449,Y,N,Y,2554,2497,2584,3243,N,Y,NA,9,132,1,1,27,0
Y,44,M,reg155,1,N,49,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,22,M,reg112,1,N,24,N,N,Y,NA,NA,2939,3643,N,Y,NA,46,46,0,6,4,0
Y,7,F,reg112,1,N,54,N,N,Y,NA,280,322,454,N,N,NA,21,34,0,8,0,0
N,69,M,reg140,1,N,294,Y,N,Y,2238,2235,2157,2983,N,N,NA,4,4,0,1,0,0
Y,16,M,reg132,1,N,81,N,N,N,2085,2211,2262,3168,N,N,NA,14,49,0,3,5,0
Y,NA,M,reg106,1,N,6,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,8,F,reg102,1,N,12,N,N,Y,NA,NA,188,267,N,N,NA,4,4,0,1,0,0
N,9,M,reg112,1,N,10,N,N,Y,NA,415,412,575,N,N,NA,4,9,0,2,0,0
Y,19,F,reg112,1,N,11,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,2,0,0
N,9,M,reg137,1,N,40,N,N,Y,NA,1382,1795,2516,N,N,NA,72,113,1,21,1,0
Y,23,M,reg127,1,N,28,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,11,M,reg132,1,F,71,N,N,Y,NA,NA,528,754,N,N,NA,9,9,0,2,0,0
N,20,M,reg138,1,F,315,N,N,Y,2522,2492,2490,3213,N,Y,NA,0,94,0,15,7,0
Y,45,M,reg111,1,N,1,N,N,Y,NA,NA,NA,1975,N,N,NA,0,0,0,0,0,0
N,16,F,reg102,1,A,13,N,N,N,NA,NA,903,1115,N,N,NA,34,34,1,10,1,0
N,30,M,reg133,2,N,418,N,N,Y,2722,2699,2663,3495,N,N,NA,4,168,1,43,15,0
N,11,M,reg102,1,N,65,N,Y,Y,NA,1509,1455,1974,N,N,NA,4,31,0,8,0,0
N,8,M,reg114,1,N,18,N,N,Y,NA,NA,196,274,N,N,NA,4,4,0,1,0,0
N,9,M,reg112,1,N,102,N,N,Y,1208,1287,1296,1860,N,N,NA,17,106,0,18,1,0
Y,10,F,reg145,1,N,80,N,N,N,545,1078,1308,1719,N,N,NA,19,62,0,12,1,0
Y,59,M,reg112,2,N,270,Y,N,N,2994,2953,2952,NA,N,N,NA,0,78,0,0,17,0
N,11,M,reg127,1,N,83,N,N,Y,1088,1277,1803,2469,N,N,NA,37,47,0,10,0,0
Y,12,M,reg137,1,N,141,N,N,Y,1083,1234,1362,1939,N,N,NA,20,134,3,28,0,1
Y,14,M,reg140,1,N,79,N,N,Y,805,756,1175,1634,N,N,NA,17,49,0,12,0,0
Y,11,M,reg154,1,N,135,N,N,Y,1851,1855,1921,2634,N,N,NA,12,117,0,29,6,0
N,5,M,reg114,1,N,0,N,N,Y,NA,NA,NA,NA,N,Y,NA,0,0,0,0,0,0
N,27,M,reg112,1,N,469,N,N,Y,1559,1529,1996,2853,N,N,NA,9,63,0,18,1,0
Y,18,F,reg143,1,F,75,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,14,M,reg118,1,N,140,N,N,Y,519,306,566,754,N,N,NA,6,42,0,7,0,0
N,10,M,reg150,1,N,22,N,N,Y,NA,NA,1410,1934,N,N,NA,30,30,0,9,0,0
N,10,M,reg112,1,N,44,N,Y,Y,NA,542,712,1009,N,N,NA,11,21,0,4,0,0
Y,9,M,reg102,1,N,39,N,N,N,NA,929,1112,1524,N,N,NA,24,32,0,8,0,0
N,85,M,reg143,1,N,451,Y,N,Y,2553,2552,2553,NA,N,N,NA,0,0,0,0,0,0
N,16,M,reg137,1,A,9,Y,N,Y,NA,NA,846,NA,N,N,NA,7,7,0,0,1,0
Y,76,M,reg112,1,N,626,Y,N,Y,2482,2481,2480,3595,N,N,NA,0,0,0,0,0,0
N,9,F,reg112,1,N,82,N,N,Y,716,713,598,850,N,N,NA,5,10,0,2,0,0
Y,31,M,reg127,1,N,188,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,6,M,reg131,1,F,38,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,8,M,reg117,1,N,19,N,Y,Y,NA,NA,547,735,N,N,NA,10,10,0,2,0,0
Y,68,M,reg145,1,N,205,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,24,M,reg137,1,N,322,Y,N,N,1106,1108,1110,NA,N,N,NA,0,0,0,0,0,0
Y,9,M,reg143,1,N,17,N,Y,Y,NA,NA,244,345,N,N,NA,4,4,0,1,0,0
N,18,M,reg109,1,N,41,N,N,Y,NA,490,636,781,N,N,NA,6,10,0,2,1,0
N,10,M,reg112,1,N,10,N,N,Y,NA,NA,778,1100,N,N,NA,9,9,0,2,0,0
N,7,M,reg137,1,N,12,N,Y,Y,NA,NA,187,262,N,N,NA,4,4,0,1,0,0
Y,8,F,reg109,1,F,0,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,32,M,reg112,1,N,12,Y,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,14,M,reg112,1,A,53,N,N,N,NA,1636,2162,3055,N,N,NA,57,106,0,23,0,0
N,12,M,reg150,1,N,50,N,N,Y,NA,432,920,1286,N,N,NA,14,27,1,6,0,0
N,8,M,reg127,1,N,54,N,Y,Y,NA,1617,2017,2772,N,N,NA,84,153,0,28,10,0
Y,9,M,reg127,1,N,25,N,N,N,NA,NA,194,272,N,N,NA,4,4,0,1,0,0
Y,35,M,reg111,1,N,327,N,N,Y,NA,NA,NA,1307,N,N,NA,0,0,0,0,0,0
Y,19,M,reg127,1,N,342,Y,N,Y,1733,1734,1890,2270,N,Y,NA,10,28,1,4,2,0
Y,12,M,reg127,2,N,130,N,Y,Y,1300,1608,1631,2232,N,N,NA,5,43,0,8,1,0
Y,12,F,reg137,1,N,14,N,N,Y,NA,NA,616,887,N,N,NA,7,7,0,1,0,0
Y,8,M,reg101,1,N,18,N,N,N,NA,NA,207,289,N,N,NA,8,8,0,2,0,0
Y,24,M,reg114,1,N,469,N,N,Y,2183,2179,2171,2717,N,N,NA,4,4,0,1,0,0
Y,7,M,reg154,1,F,37,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,8,M,reg105,1,N,24,N,Y,Y,NA,NA,744,1036,N,N,NA,5,5,0,1,0,0
Y,12,M,reg112,1,N,16,N,Y,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,65,M,reg132,1,N,130,N,N,N,3071,3071,3075,4407,Y,N,NA,0,1,0,0,1,0
Y,8,M,reg129,1,N,9,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,18,M,reg129,1,N,10,N,N,Y,NA,NA,872,1153,N,N,NA,4,4,0,1,0,0
Y,51,M,reg112,1,N,621,Y,N,Y,3247,3262,3261,4193,N,N,NA,0,3,1,0,1,0
Y,60,M,reg150,1,N,54,Y,N,N,2244,2244,2240,NA,N,N,NA,0,0,0,0,0,0
Y,9,F,reg126,1,N,87,N,N,Y,NA,484,514,729,N,N,NA,4,17,0,6,0,0
Y,11,M,reg133,1,N,16,N,Y,N,NA,NA,284,320,N,N,NA,5,5,0,1,0,0
Y,11,F,reg132,1,F,26,N,N,N,NA,NA,300,421,N,N,NA,11,11,0,4,0,0
N,16,F,reg145,1,F,110,N,N,Y,1435,1747,1822,2450,N,N,NA,21,129,2,25,7,0
Y,50,M,reg150,1,N,289,Y,N,Y,2620,2718,2722,3664,N,N,NA,0,8,0,0,5,0
Y,52,M,reg150,1,N,145,Y,N,Y,1764,1656,1625,2525,N,N,NA,6,29,2,2,10,0
Y,60,M,reg103,1,N,287,Y,N,N,2646,2647,2650,3707,N,N,NA,0,4,0,1,0,0
Y,46,M,reg132,1,N,189,N,N,Y,2178,2176,2175,NA,Y,N,NA,0,0,0,0,0,0
Y,47,M,reg135,1,N,272,Y,N,Y,2905,2905,2904,4131,Y,N,NA,0,0,0,0,0,0
N,67,M,reg143,1,N,235,Y,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,8,F,reg102,1,N,4,N,N,N,NA,NA,343,465,N,N,NA,4,4,0,1,0,0
N,8,M,reg132,1,N,52,N,Y,Y,NA,196,246,279,N,N,NA,6,12,0,1,1,0
Y,90,M,reg142,1,N,555,Y,N,N,2753,2753,2752,NA,N,N,NA,0,0,0,0,0,0
Y,13,F,reg140,1,N,233,N,N,N,1402,1488,1767,2456,N,N,NA,31,193,0,38,3,0
Y,17,M,reg145,1,N,312,N,N,Y,2094,2096,1992,2606,N,N,NA,6,33,0,5,2,0
Y,71,M,reg112,1,N,474,Y,N,Y,2210,2212,2212,NA,N,N,NA,0,0,0,0,0,0
N,19,M,reg123,1,N,13,N,N,Y,NA,NA,1926,NA,N,N,NA,8,8,0,0,2,0
N,12,M,reg112,1,N,81,N,N,Y,732,785,1399,2013,N,N,NA,41,115,0,23,0,0
N,13,M,reg137,1,N,170,N,N,Y,442,1364,1388,2016,N,N,NA,7,29,1,6,0,0
Y,26,M,reg114,1,N,194,N,N,Y,2172,2294,2292,3230,N,Y,NA,10,54,2,1,19,0
Y,34,M,reg149,1,N,312,Y,N,N,2438,2557,2591,3482,N,N,NA,43,128,10,4,41,0
Y,13,M,reg154,1,N,28,N,N,N,NA,NA,NA,NA,N,N,NA,3,3,0,0,1,0
Y,16,M,reg133,1,N,21,N,N,Y,NA,NA,210,295,N,N,NA,14,14,0,3,0,0
Y,14,F,reg143,1,N,37,N,N,Y,NA,547,713,NA,N,N,NA,6,13,0,0,2,0
Y,15,F,reg145,1,N,9,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,78,M,reg117,1,N,108,Y,N,Y,2624,2623,2622,NA,N,N,NA,0,0,0,0,0,0
Y,18,M,reg113,1,A,11,N,N,N,NA,NA,1528,1680,N,N,NA,6,6,1,0,1,0
Y,12,F,reg133,1,F,166,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,30,M,reg127,1,N,444,Y,N,Y,1536,1536,1536,2290,N,N,NA,0,0,0,0,0,0
Y,39,M,reg132,1,N,61,Y,N,Y,NA,774,775,NA,N,N,NA,0,10,0,0,3,0
Y,7,F,reg127,1,N,25,N,N,Y,NA,NA,347,506,N,N,NA,8,8,0,2,0,0
Y,58,F,reg102,1,F,161,N,N,N,1125,1123,1121,NA,N,N,NA,0,28,0,0,9,0
Y,12,M,reg137,1,N,101,N,N,Y,987,1162,1110,1574,N,N,NA,7,32,0,5,0,0
N,46,M,reg104,1,N,205,Y,N,N,2938,2926,2885,NA,N,N,NA,5,24,0,0,5,0
Y,15,M,reg143,1,N,142,N,N,Y,963,1209,1207,1709,N,N,NA,0,24,0,5,0,0
Y,17,F,reg150,1,F,49,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,13,F,reg123,1,N,14,N,N,Y,NA,NA,742,1047,N,N,NA,5,5,0,1,0,0
